time,throughput
2.916,53600.0
5.631,53600.0
9.421,53600.0
9.449,53600.0
12.271,53600.0
14.531,53600.0
17.196,53600.0
19.061,53600.0
21.051,53600.0
23.661,53600.0
25.891,53600.0
28.771,53600.0
30.981,53600.0
32.701,53600.0
35.256,53600.0
37.866,53600.0
42.956,53600.0
44.361,53600.0
46.866,53600.0
49.546,53600.0
