time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
17.546,1,2,0,-70.984,-5.577
17.551,1,1,1,-71.923,-6.516
17.551,1,2,0,-70.983,-5.576
17.556,1,1,1,-71.923,-6.517
17.556,1,2,0,-70.982,-5.576
17.561,1,1,1,-71.924,-6.518
17.561,1,2,0,-70.982,-5.575
17.566,1,1,1,-71.925,-6.519
17.566,1,2,0,-70.981,-5.574
17.571,1,1,1,-71.926,-6.520
17.571,1,2,0,-70.980,-5.573
17.576,1,1,1,-71.927,-6.521
17.576,1,2,0,-70.979,-5.572
17.581,1,1,1,-71.928,-6.522
17.581,1,2,0,-70.978,-5.571
17.586,1,1,1,-71.929,-6.523
17.586,1,2,0,-70.977,-5.571
17.591,1,1,1,-71.930,-6.524
17.591,1,2,0,-70.976,-5.570
17.596,1,1,1,-71.931,-6.525
17.596,1,2,0,-70.975,-5.569
17.601,1,1,1,-71.932,-6.526
17.601,1,2,0,-70.974,-5.568
17.606,1,1,1,-71.933,-6.527
17.606,1,2,0,-70.973,-5.567
17.611,1,1,1,-71.934,-6.528
17.611,1,2,0,-70.972,-5.567
17.616,1,1,1,-71.934,-6.529
17.616,1,2,0,-70.971,-5.566
17.621,1,1,1,-71.935,-6.530
17.621,1,2,0,-70.970,-5.565
17.626,1,1,1,-71.936,-6.531
17.626,1,2,0,-70.970,-5.564
17.631,1,1,1,-71.937,-6.532
17.631,1,2,0,-70.969,-5.563
17.636,1,1,1,-71.938,-6.533
17.636,1,2,0,-70.968,-5.562
17.641,1,1,1,-71.939,-6.534
17.641,1,2,0,-70.967,-5.562
17.646,1,1,1,-71.940,-6.535
17.646,1,2,0,-70.966,-5.561
17.651,1,1,1,-71.941,-6.536
17.651,1,2,0,-70.965,-5.560
17.656,1,1,1,-71.942,-6.537
17.656,1,2,0,-70.964,-5.559
17.661,1,1,1,-71.943,-6.538
17.661,1,2,0,-70.963,-5.558
17.666,1,1,1,-71.944,-6.539
17.666,1,2,0,-70.962,-5.558
17.671,1,1,1,-71.944,-6.540
17.671,1,2,0,-70.961,-5.557
17.676,1,1,1,-71.945,-6.541
17.676,1,2,0,-70.960,-5.556
17.681,1,1,1,-71.946,-6.542
17.681,1,2,0,-70.959,-5.555
17.686,1,1,1,-71.947,-6.543
17.686,1,2,0,-70.958,-5.554
17.691,1,1,1,-71.948,-6.544
17.691,1,2,0,-70.958,-5.554
17.696,1,1,1,-71.949,-6.545
17.696,1,2,0,-70.957,-5.553
17.701,1,1,1,-71.950,-6.546
17.701,1,2,0,-70.956,-5.552
17.706,1,1,1,-71.951,-6.547
17.706,1,2,0,-70.955,-5.551
17.711,1,1,1,-71.952,-6.548
17.711,1,2,0,-70.954,-5.550
17.716,1,1,1,-71.953,-6.549
17.716,1,2,0,-70.953,-5.549
17.721,1,1,1,-71.954,-6.550
17.721,1,2,0,-70.952,-5.549
17.726,1,1,1,-71.954,-6.551
17.726,1,2,0,-70.951,-5.548
17.731,1,1,1,-71.955,-6.552
17.731,1,2,0,-70.950,-5.547
17.736,1,1,1,-71.956,-6.553
17.736,1,2,0,-70.949,-5.546
17.741,1,1,1,-71.957,-6.554
17.741,1,2,0,-70.948,-5.545
17.746,1,1,1,-71.958,-6.555
17.746,1,2,0,-70.947,-5.545
17.751,1,1,1,-71.959,-6.556
17.751,1,2,0,-70.946,-5.544
17.756,1,1,1,-71.960,-6.557
17.756,1,2,0,-70.946,-5.543
17.761,1,1,1,-71.961,-6.558
17.761,1,2,0,-70.945,-5.542
17.766,1,1,1,-71.962,-6.559
17.766,1,2,0,-70.944,-5.541
17.771,1,1,1,-71.963,-6.560
17.771,1,2,0,-70.943,-5.541
17.776,1,1,1,-71.964,-6.561
17.776,1,2,0,-70.942,-5.540
17.781,1,1,1,-71.965,-6.562
17.781,1,2,0,-70.941,-5.539
17.786,1,1,1,-71.965,-6.564
17.786,1,2,0,-70.940,-5.538
17.791,1,1,1,-71.966,-6.565
17.791,1,2,0,-70.939,-5.537
17.796,1,1,1,-71.967,-6.566
17.796,1,2,0,-70.938,-5.536
17.801,1,1,1,-71.968,-6.567
17.801,1,2,0,-70.937,-5.536
17.806,1,1,1,-71.969,-6.568
17.806,1,2,0,-70.936,-5.535
17.811,1,1,1,-71.970,-6.569
17.811,1,2,0,-70.935,-5.534
17.816,1,1,1,-71.971,-6.570
17.816,1,2,0,-70.934,-5.533
17.821,1,1,1,-71.972,-6.571
17.821,1,2,0,-70.934,-5.532
17.826,1,1,1,-71.973,-6.572
17.826,1,2,0,-70.933,-5.532
17.831,1,1,1,-71.974,-6.573
17.831,1,2,0,-70.932,-5.531
17.836,1,1,1,-71.975,-6.574
17.836,1,2,0,-70.931,-5.530
17.841,1,1,1,-71.975,-6.575
17.841,1,2,0,-70.930,-5.529
17.846,1,1,1,-71.976,-6.576
17.846,1,2,0,-70.929,-5.528
17.851,1,1,1,-71.977,-6.577
17.851,1,2,0,-70.928,-5.528
17.856,1,1,1,-71.978,-6.578
17.856,1,2,0,-70.927,-5.527
17.861,1,1,1,-71.979,-6.579
17.861,1,2,0,-70.926,-5.526
17.866,1,1,1,-71.980,-6.580
17.866,1,2,0,-70.925,-5.525
17.871,1,1,1,-71.981,-6.581
17.871,1,2,0,-70.924,-5.524
17.876,1,1,1,-71.982,-6.582
17.876,1,2,0,-70.923,-5.524
17.881,1,1,1,-71.983,-6.583
17.881,1,2,0,-70.922,-5.523
17.886,1,1,1,-71.984,-6.584
17.886,1,2,0,-70.922,-5.522
17.891,1,1,1,-71.985,-6.585
17.891,1,2,0,-70.921,-5.521
17.896,1,1,1,-71.985,-6.586
17.896,1,2,0,-70.920,-5.520
17.901,1,1,1,-71.986,-6.587
17.901,1,2,0,-70.919,-5.520
17.906,1,1,1,-71.987,-6.588
17.906,1,2,0,-70.918,-5.519
17.911,1,1,1,-71.988,-6.589
17.911,1,2,0,-70.917,-5.518
17.916,1,1,1,-71.989,-6.590
17.916,1,2,0,-70.916,-5.517
17.921,1,1,1,-71.990,-6.591
17.921,1,2,0,-70.915,-5.516
17.926,1,1,1,-71.991,-6.592
17.926,1,2,0,-70.914,-5.516
17.931,1,1,1,-71.992,-6.593
17.931,1,2,0,-70.913,-5.515
17.936,1,1,1,-71.993,-6.594
17.936,1,2,0,-70.912,-5.514
17.941,1,1,1,-71.994,-6.595
17.941,1,2,0,-70.911,-5.513
17.946,1,1,1,-71.995,-6.596
17.946,1,2,0,-70.911,-5.512
17.951,1,1,1,-71.995,-6.597
17.951,1,2,0,-70.910,-5.512
17.956,1,1,1,-71.996,-6.598
17.956,1,2,0,-70.909,-5.511
17.961,1,1,1,-71.997,-6.599
17.961,1,2,0,-70.908,-5.510
17.966,1,1,1,-71.998,-6.601
17.966,1,2,0,-70.907,-5.509
17.971,1,1,1,-71.999,-6.602
17.971,1,2,0,-70.906,-5.508
17.976,1,1,1,-72.000,-6.603
17.976,1,2,0,-70.905,-5.508
17.981,1,1,1,-72.001,-6.604
17.981,1,2,0,-70.904,-5.507
17.986,1,1,1,-72.002,-6.605
17.986,1,2,0,-70.903,-5.506
17.991,1,1,1,-72.003,-6.606
17.991,1,2,0,-70.902,-5.505
17.996,1,1,1,-72.004,-6.607
17.996,1,2,0,-70.901,-5.504
18.001,1,1,1,-72.005,-6.608
18.001,1,2,0,-70.900,-5.503
18.006,1,1,1,-72.006,-6.609
18.006,1,2,0,-70.899,-5.503
18.011,1,1,1,-72.006,-6.610
18.011,1,2,0,-70.899,-5.502
18.016,1,1,1,-72.007,-6.611
18.016,1,2,0,-70.898,-5.501
18.021,1,1,1,-72.008,-6.612
18.021,1,2,0,-70.897,-5.500
18.026,1,1,1,-72.009,-6.613
18.026,1,2,0,-70.896,-5.500
18.031,1,1,1,-72.010,-6.614
18.031,1,2,0,-70.895,-5.499
18.036,1,1,1,-72.011,-6.615
18.036,1,2,0,-70.894,-5.498
18.041,1,1,1,-72.012,-6.616
18.041,1,2,0,-70.893,-5.497
18.046,1,1,1,-72.013,-6.617
18.046,1,2,0,-70.892,-5.496
18.051,1,1,1,-72.014,-6.618
18.051,1,2,0,-70.891,-5.496
18.056,1,1,1,-72.015,-6.619
18.056,1,2,0,-70.890,-5.495
18.061,1,1,1,-72.016,-6.620
18.061,1,2,0,-70.889,-5.494
18.066,1,1,1,-72.016,-6.621
18.066,1,2,0,-70.888,-5.493
18.071,1,1,1,-72.017,-6.622
18.071,1,2,0,-70.887,-5.492
18.076,1,1,1,-72.018,-6.623
18.076,1,2,0,-70.887,-5.492
18.081,1,1,1,-72.019,-6.624
18.081,1,2,0,-70.886,-5.491
18.086,1,1,1,-72.020,-6.625
18.086,1,2,0,-70.885,-5.490
18.091,1,1,1,-72.021,-6.626
18.091,1,2,0,-70.884,-5.489
18.096,1,1,1,-72.022,-6.627
18.096,1,2,0,-70.883,-5.488
18.101,1,1,1,-72.023,-6.628
18.101,1,2,0,-70.882,-5.488
18.106,1,1,1,-72.024,-6.629
18.106,1,2,0,-70.881,-5.487
18.111,1,1,1,-72.025,-6.630
18.111,1,2,0,-70.880,-5.486
18.116,1,1,1,-72.026,-6.632
18.116,1,2,0,-70.879,-5.485
18.121,1,1,1,-72.026,-6.633
18.121,1,2,0,-70.878,-5.484
18.126,1,1,1,-72.027,-6.634
18.126,1,2,0,-70.877,-5.484
18.131,1,1,1,-72.028,-6.635
18.131,1,2,0,-70.876,-5.483
18.136,1,1,1,-72.029,-6.636
18.136,1,2,0,-70.875,-5.482
18.141,1,1,1,-72.030,-6.637
18.141,1,2,0,-70.875,-5.481
18.146,1,1,1,-72.031,-6.638
18.146,1,2,0,-70.874,-5.480
18.151,1,1,1,-72.032,-6.639
18.151,1,2,0,-70.873,-5.480
18.156,1,1,1,-72.033,-6.640
18.156,1,2,0,-70.872,-5.479
18.161,1,1,1,-72.034,-6.641
18.161,1,2,0,-70.871,-5.478
18.166,1,1,1,-72.035,-6.642
18.166,1,2,0,-70.870,-5.477
18.171,1,1,1,-72.036,-6.643
18.171,1,2,0,-70.869,-5.476
18.176,1,1,1,-72.036,-6.644
18.176,1,2,0,-70.868,-5.476
18.181,1,1,1,-72.037,-6.645
18.181,1,2,0,-70.867,-5.475
18.186,1,1,1,-72.038,-6.646
18.186,1,2,0,-70.866,-5.474
18.191,1,1,1,-72.039,-6.647
18.191,1,2,0,-70.865,-5.473
18.196,1,1,1,-72.040,-6.648
18.196,1,2,0,-70.864,-5.472
18.201,1,1,1,-72.041,-6.649
18.201,1,2,0,-70.863,-5.472
18.206,1,1,1,-72.042,-6.650
18.206,1,2,0,-70.863,-5.471
18.211,1,1,1,-72.043,-6.651
18.211,1,2,0,-70.862,-5.470
18.216,1,1,1,-72.044,-6.652
18.216,1,2,0,-70.861,-5.469
18.221,1,1,1,-72.045,-6.653
18.221,1,2,0,-70.860,-5.468
18.226,1,1,1,-72.046,-6.654
18.226,1,2,0,-70.859,-5.468
18.231,1,1,1,-72.046,-6.655
18.231,1,2,0,-70.858,-5.467
18.236,1,1,1,-72.047,-6.656
18.236,1,2,0,-70.857,-5.466
18.241,1,1,1,-72.048,-6.657
18.241,1,2,0,-70.856,-5.465
18.246,1,1,1,-72.049,-6.658
18.246,1,2,0,-70.855,-5.465
18.251,1,1,1,-72.050,-6.660
18.251,1,2,0,-70.854,-5.464
18.256,1,1,1,-72.051,-6.661
18.256,1,2,0,-70.853,-5.463
18.261,1,1,1,-72.052,-6.662
18.261,1,2,0,-70.852,-5.462
18.266,1,1,1,-72.053,-6.663
18.266,1,2,0,-70.852,-5.461
18.271,1,1,1,-72.054,-6.664
18.271,1,2,0,-70.851,-5.461
18.276,1,1,1,-72.055,-6.665
18.276,1,2,0,-70.850,-5.460
18.281,1,1,1,-72.056,-6.666
18.281,1,2,0,-70.849,-5.459
18.286,1,1,1,-72.056,-6.667
18.286,1,2,0,-70.848,-5.458
18.291,1,1,1,-72.057,-6.668
18.291,1,2,0,-70.847,-5.457
18.296,1,1,1,-72.058,-6.669
18.296,1,2,0,-70.846,-5.457
18.301,1,1,1,-72.059,-6.670
18.301,1,2,0,-70.845,-5.456
18.306,1,1,1,-72.060,-6.671
18.306,1,2,0,-70.844,-5.455
18.311,1,1,1,-72.061,-6.672
18.311,1,2,0,-70.843,-5.454
18.316,1,1,1,-72.062,-6.673
18.316,1,2,0,-70.842,-5.454
18.321,1,1,1,-72.063,-6.674
18.321,1,2,0,-70.841,-5.453
18.326,1,1,1,-72.064,-6.675
18.326,1,2,0,-70.840,-5.452
18.331,1,1,1,-72.065,-6.676
18.331,1,2,0,-70.840,-5.451
18.336,1,1,1,-72.065,-6.677
18.336,1,2,0,-70.839,-5.450
18.341,1,1,1,-72.066,-6.678
18.341,1,2,0,-70.838,-5.450
18.346,1,1,1,-72.067,-6.679
18.346,1,2,0,-70.837,-5.449
18.351,1,1,1,-72.068,-6.680
18.351,1,2,0,-70.836,-5.448
18.356,1,1,1,-72.069,-6.681
18.356,1,2,0,-70.835,-5.447
18.361,1,1,1,-72.070,-6.682
18.361,1,2,0,-70.834,-5.446
18.366,1,1,1,-72.071,-6.683
18.366,1,2,0,-70.833,-5.446
18.371,1,1,1,-72.072,-6.685
18.371,1,2,0,-70.832,-5.445
18.376,1,1,1,-72.073,-6.686
18.376,1,2,0,-70.831,-5.444
18.381,1,1,1,-72.074,-6.687
18.381,1,2,0,-70.830,-5.443
18.386,1,1,1,-72.075,-6.688
18.386,1,2,0,-70.829,-5.443
18.391,1,1,1,-72.075,-6.689
18.391,1,2,0,-70.828,-5.442
18.396,1,1,1,-72.076,-6.690
18.396,1,2,0,-70.828,-5.441
18.401,1,1,1,-72.077,-6.691
18.401,1,2,0,-70.827,-5.440
18.406,1,1,1,-72.078,-6.692
18.406,1,2,0,-70.826,-5.439
18.411,1,1,1,-72.079,-6.693
18.411,1,2,0,-70.825,-5.439
18.416,1,1,1,-72.080,-6.694
18.416,1,2,0,-70.824,-5.438
18.421,1,1,1,-72.081,-6.695
18.421,1,2,0,-70.823,-5.437
18.426,1,1,1,-72.082,-6.696
18.426,1,2,0,-70.822,-5.436
18.431,1,1,1,-72.083,-6.697
18.431,1,2,0,-70.821,-5.435
18.436,1,1,1,-72.084,-6.698
18.436,1,2,0,-70.820,-5.435
18.441,1,1,1,-72.085,-6.699
18.441,1,2,0,-70.819,-5.434
18.446,1,1,1,-72.085,-6.700
18.446,1,2,0,-70.818,-5.433
18.451,1,1,1,-72.086,-6.701
18.451,1,2,0,-70.817,-5.432
18.456,1,1,1,-72.087,-6.702
18.456,1,2,0,-70.817,-5.432
18.461,1,1,1,-72.088,-6.703
18.461,1,2,0,-70.816,-5.431
18.466,1,1,1,-72.089,-6.704
18.466,1,2,0,-70.815,-5.430
18.471,1,1,1,-72.090,-6.705
18.471,1,2,0,-70.814,-5.429
18.476,1,1,1,-72.091,-6.706
18.476,1,2,0,-70.813,-5.428
18.481,1,1,1,-72.092,-6.708
18.481,1,2,0,-70.812,-5.428
18.486,1,1,1,-72.093,-6.709
18.486,1,2,0,-70.811,-5.427
18.491,1,1,1,-72.094,-6.710
18.491,1,2,0,-70.810,-5.426
18.496,1,1,1,-72.095,-6.711
18.496,1,2,0,-70.809,-5.425
18.501,1,1,1,-72.095,-6.712
18.501,1,2,0,-70.808,-5.425
18.506,1,1,1,-72.096,-6.713
18.506,1,2,0,-70.807,-5.424
18.511,1,1,1,-72.097,-6.714
18.511,1,2,0,-70.806,-5.423
18.516,1,1,1,-72.098,-6.715
18.516,1,2,0,-70.805,-5.422
18.521,1,1,1,-72.099,-6.716
18.521,1,2,0,-70.805,-5.421
18.526,1,1,1,-72.100,-6.717
18.526,1,2,0,-70.804,-5.421
18.531,1,1,1,-72.101,-6.718
18.531,1,2,0,-70.803,-5.420
18.536,1,1,1,-72.102,-6.719
18.536,1,2,0,-70.802,-5.419
18.541,1,1,1,-72.103,-6.720
18.541,1,2,0,-70.801,-5.418
18.546,1,1,1,-72.104,-6.721
18.546,1,2,0,-70.800,-5.418
18.551,1,1,1,-72.105,-6.722
18.551,1,2,0,-70.799,-5.417
18.556,1,1,1,-72.105,-6.723
18.556,1,2,0,-70.798,-5.416
18.561,1,1,1,-72.106,-6.724
18.561,1,2,0,-70.797,-5.415
18.566,1,1,1,-72.107,-6.725
18.566,1,2,0,-70.796,-5.414
18.571,1,1,1,-72.108,-6.726
18.571,1,2,0,-70.795,-5.414
18.576,1,1,1,-72.109,-6.727
18.576,1,2,0,-70.794,-5.413
18.581,1,1,1,-72.110,-6.729
18.581,1,2,0,-70.794,-5.412
18.586,1,1,1,-72.111,-6.730
18.586,1,2,0,-70.793,-5.411
18.591,1,1,1,-72.112,-6.731
18.591,1,2,0,-70.792,-5.411
18.596,1,1,1,-72.113,-6.732
18.596,1,2,0,-70.791,-5.410
18.601,1,1,1,-72.114,-6.733
18.601,1,2,0,-70.790,-5.409
18.606,1,1,1,-72.114,-6.734
18.606,1,2,0,-70.789,-5.408
18.611,1,1,1,-72.115,-6.735
18.611,1,2,0,-70.788,-5.407
18.616,1,1,1,-72.116,-6.736
18.616,1,2,0,-70.787,-5.407
18.621,1,1,1,-72.117,-6.737
18.621,1,2,0,-70.786,-5.406
18.626,1,1,1,-72.118,-6.738
18.626,1,2,0,-70.785,-5.405
18.631,1,1,1,-72.119,-6.739
18.631,1,2,0,-70.784,-5.404
18.636,1,1,1,-72.120,-6.740
18.636,1,2,0,-70.783,-5.404
18.641,1,1,1,-72.121,-6.741
18.641,1,2,0,-70.782,-5.403
18.646,1,1,1,-72.122,-6.742
18.646,1,2,0,-70.782,-5.402
18.651,1,1,1,-72.123,-6.743
18.651,1,2,0,-70.781,-5.401
18.656,1,1,1,-72.124,-6.744
18.656,1,2,0,-70.780,-5.400
18.661,1,1,1,-72.124,-6.745
18.661,1,2,0,-70.779,-5.400
18.666,1,1,1,-72.125,-6.746
18.666,1,2,0,-70.778,-5.399
18.671,1,1,1,-72.126,-6.747
18.671,1,2,0,-70.777,-5.398
18.676,1,1,1,-72.127,-6.749
18.676,1,2,0,-70.776,-5.397
18.681,1,1,1,-72.128,-6.750
18.681,1,2,0,-70.775,-5.397
18.686,1,1,1,-72.129,-6.751
18.686,1,2,0,-70.774,-5.396
18.691,1,1,1,-72.130,-6.752
18.691,1,2,0,-70.773,-5.395
18.696,1,1,1,-72.131,-6.753
18.696,1,2,0,-70.772,-5.394
18.701,1,1,1,-72.132,-6.754
18.701,1,2,0,-70.771,-5.394
18.706,1,1,1,-72.133,-6.755
18.706,1,2,0,-70.771,-5.393
18.711,1,1,1,-72.134,-6.756
18.711,1,2,0,-70.770,-5.392
18.716,1,1,1,-72.134,-6.757
18.716,1,2,0,-70.769,-5.391
18.721,1,1,1,-72.135,-6.758
18.721,1,2,0,-70.768,-5.390
18.726,1,1,1,-72.136,-6.759
18.726,1,2,0,-70.767,-5.390
18.731,1,1,1,-72.137,-6.760
18.731,1,2,0,-70.766,-5.389
18.736,1,1,1,-72.138,-6.761
18.736,1,2,0,-70.765,-5.388
18.741,1,1,1,-72.139,-6.762
18.741,1,2,0,-70.764,-5.387
18.746,1,1,1,-72.140,-6.763
18.746,1,2,0,-70.763,-5.387
18.751,1,1,1,-72.141,-6.764
18.751,1,2,0,-70.762,-5.386
18.756,1,1,1,-72.142,-6.765
18.756,1,2,0,-70.761,-5.385
18.761,1,1,1,-72.143,-6.766
18.761,1,2,0,-70.760,-5.384
18.766,1,1,1,-72.143,-6.768
18.766,1,2,0,-70.759,-5.384
18.771,1,1,1,-72.144,-6.769
18.771,1,2,0,-70.759,-5.383
18.776,1,1,1,-72.145,-6.770
18.776,1,2,0,-70.758,-5.382
18.781,1,1,1,-72.146,-6.771
18.781,1,2,0,-70.757,-5.381
18.786,1,1,1,-72.147,-6.772
18.786,1,2,0,-70.756,-5.380
18.791,1,1,1,-72.148,-6.773
18.791,1,2,0,-70.755,-5.380
18.796,1,1,1,-72.149,-6.774
18.796,1,2,0,-70.754,-5.379
18.801,1,1,1,-72.150,-6.775
18.801,1,2,0,-70.753,-5.378
18.806,1,1,1,-72.151,-6.776
18.806,1,2,0,-70.752,-5.377
18.811,1,1,1,-72.152,-6.777
18.811,1,2,0,-70.751,-5.377
18.816,1,1,1,-72.153,-6.778
18.816,1,2,0,-70.750,-5.376
18.821,1,1,1,-72.153,-6.779
18.821,1,2,0,-70.749,-5.375
18.826,1,1,1,-72.154,-6.780
18.826,1,2,0,-70.748,-5.374
18.831,1,1,1,-72.155,-6.781
18.831,1,2,0,-70.748,-5.374
18.836,1,1,1,-72.156,-6.782
18.836,1,2,0,-70.747,-5.373
18.841,1,1,1,-72.157,-6.783
18.841,1,2,0,-70.746,-5.372
18.846,1,1,1,-72.158,-6.784
18.846,1,2,0,-70.745,-5.371
18.851,1,1,1,-72.159,-6.785
18.851,1,2,0,-70.744,-5.370
18.856,1,1,1,-72.160,-6.787
18.856,1,2,0,-70.743,-5.370
18.861,1,1,1,-72.161,-6.788
18.861,1,2,0,-70.742,-5.369
18.866,1,1,1,-72.162,-6.789
18.866,1,2,0,-70.741,-5.368
18.871,1,1,1,-72.162,-6.790
18.871,1,2,0,-70.740,-5.367
18.876,1,1,1,-72.163,-6.791
18.876,1,2,0,-70.739,-5.367
18.881,1,1,1,-72.164,-6.792
18.881,1,2,0,-70.738,-5.366
18.886,1,1,1,-72.165,-6.793
18.886,1,2,0,-70.737,-5.365
18.891,1,1,1,-72.166,-6.794
18.891,1,2,0,-70.737,-5.364
18.896,1,1,1,-72.167,-6.795
18.896,1,2,0,-70.736,-5.364
18.901,1,1,1,-72.168,-6.796
18.901,1,2,0,-70.735,-5.363
18.906,1,1,1,-72.169,-6.797
18.906,1,2,0,-70.734,-5.362
18.911,1,1,1,-72.170,-6.798
18.911,1,2,0,-70.733,-5.361
18.916,1,1,1,-72.171,-6.799
18.916,1,2,0,-70.732,-5.361
18.921,1,1,1,-72.172,-6.800
18.921,1,2,0,-70.731,-5.360
18.926,1,1,1,-72.172,-6.801
18.926,1,2,0,-70.730,-5.359
18.931,1,1,1,-72.173,-6.802
18.931,1,2,0,-70.729,-5.358
18.936,1,1,1,-72.174,-6.804
18.936,1,2,0,-70.728,-5.358
18.941,1,1,1,-72.175,-6.805
18.941,1,2,0,-70.727,-5.357
18.946,1,1,1,-72.176,-6.806
18.946,1,2,0,-70.726,-5.356
18.951,1,1,1,-72.177,-6.807
18.951,1,2,0,-70.725,-5.355
18.956,1,1,1,-72.178,-6.808
18.956,1,2,0,-70.725,-5.354
18.961,1,1,1,-72.179,-6.809
18.961,1,2,0,-70.724,-5.354
18.966,1,1,1,-72.180,-6.810
18.966,1,2,0,-70.723,-5.353
18.971,1,1,1,-72.181,-6.811
18.971,1,2,0,-70.722,-5.352
18.976,1,1,1,-72.181,-6.812
18.976,1,2,0,-70.721,-5.351
18.981,1,1,1,-72.182,-6.813
18.981,1,2,0,-70.720,-5.351
18.986,1,1,1,-72.183,-6.814
18.986,1,2,0,-70.719,-5.350
18.991,1,1,1,-72.184,-6.815
18.991,1,2,0,-70.718,-5.349
18.996,1,1,1,-72.185,-6.816
18.996,1,2,0,-70.717,-5.348
19.001,1,1,1,-72.186,-6.817
19.001,1,2,0,-70.716,-5.348
19.006,1,1,1,-72.187,-6.818
19.006,1,2,0,-70.715,-5.347
19.011,1,1,1,-72.188,-6.819
19.011,1,2,0,-70.714,-5.346
19.016,1,1,1,-72.189,-6.821
19.016,1,2,0,-70.714,-5.345
19.021,1,1,1,-72.190,-6.822
19.021,1,2,0,-70.713,-5.345
19.026,1,1,1,-72.191,-6.823
19.026,1,2,0,-70.712,-5.344
19.031,1,1,1,-72.191,-6.824
19.031,1,2,0,-70.711,-5.343
19.036,1,1,1,-72.192,-6.825
19.036,1,2,0,-70.710,-5.342
19.041,1,1,1,-72.193,-6.826
19.041,1,2,0,-70.709,-5.342
19.046,1,1,1,-72.194,-6.827
19.046,1,2,0,-70.708,-5.341
19.051,1,1,1,-72.195,-6.828
19.051,1,2,0,-70.707,-5.340
19.056,1,1,1,-72.196,-6.829
19.056,1,2,0,-70.706,-5.339
19.061,1,1,1,-72.197,-6.830
19.061,1,2,0,-70.705,-5.339
19.066,1,1,1,-72.198,-6.831
19.066,1,2,0,-70.704,-5.338
19.071,1,1,1,-72.199,-6.832
19.071,1,2,0,-70.703,-5.337
19.076,1,1,1,-72.200,-6.833
19.076,1,2,0,-70.703,-5.336
19.081,1,1,1,-72.200,-6.834
19.081,1,2,0,-70.702,-5.336
19.086,1,1,1,-72.201,-6.835
19.086,1,2,0,-70.701,-5.335
19.091,1,1,1,-72.202,-6.837
19.091,1,2,0,-70.700,-5.334
19.096,1,1,1,-72.203,-6.838
19.096,1,2,0,-70.699,-5.333
19.101,1,1,1,-72.204,-6.839
19.101,1,2,0,-70.698,-5.333
19.106,1,1,1,-72.205,-6.840
19.106,1,2,0,-70.697,-5.332
19.111,1,1,1,-72.206,-6.841
19.111,1,2,0,-70.696,-5.331
19.116,1,1,1,-72.207,-6.842
19.116,1,2,0,-70.695,-5.330
19.121,1,1,1,-72.208,-6.843
19.121,1,2,0,-70.694,-5.329
19.126,1,1,1,-72.209,-6.844
19.126,1,2,0,-70.693,-5.329
19.131,1,1,1,-72.209,-6.845
19.131,1,2,0,-70.692,-5.328
19.136,1,1,1,-72.210,-6.846
19.136,1,2,0,-70.692,-5.327
19.141,1,1,1,-72.211,-6.847
19.141,1,2,0,-70.691,-5.326
19.146,1,1,1,-72.212,-6.848
19.146,1,2,0,-70.690,-5.326
19.151,1,1,1,-72.213,-6.849
19.151,1,2,0,-70.689,-5.325
19.156,1,1,1,-72.214,-6.850
19.156,1,2,0,-70.688,-5.324
19.161,1,1,1,-72.215,-6.851
19.161,1,2,0,-70.687,-5.323
19.166,1,1,1,-72.216,-6.853
19.166,1,2,0,-70.686,-5.323
19.171,1,1,1,-72.217,-6.854
19.171,1,2,0,-70.685,-5.322
19.176,1,1,1,-72.218,-6.855
19.176,1,2,0,-70.684,-5.321
19.181,1,1,1,-72.219,-6.856
19.181,1,2,0,-70.683,-5.320
19.186,1,1,1,-72.219,-6.857
19.186,1,2,0,-70.682,-5.320
19.191,1,1,1,-72.220,-6.858
19.191,1,2,0,-70.681,-5.319
19.196,1,1,1,-72.221,-6.859
19.196,1,2,0,-70.681,-5.318
19.201,1,1,1,-72.222,-6.860
19.201,1,2,0,-70.680,-5.317
19.206,1,1,1,-72.223,-6.861
19.206,1,2,0,-70.679,-5.317
19.211,1,1,1,-72.224,-6.862
19.211,1,2,0,-70.678,-5.316
19.216,1,1,1,-72.225,-6.863
19.216,1,2,0,-70.677,-5.315
19.221,1,1,1,-72.226,-6.864
19.221,1,2,0,-70.676,-5.314
19.226,1,1,1,-72.227,-6.865
19.226,1,2,0,-70.675,-5.314
19.231,1,1,1,-72.228,-6.866
19.231,1,2,0,-70.674,-5.313
19.236,1,1,1,-72.228,-6.868
19.236,1,2,0,-70.673,-5.312
19.241,1,1,1,-72.229,-6.869
19.241,1,2,0,-70.672,-5.311
19.246,1,1,1,-72.230,-6.870
19.246,1,2,0,-70.671,-5.311
19.251,1,1,1,-72.231,-6.871
19.251,1,2,0,-70.670,-5.310
19.256,1,1,1,-72.232,-6.872
19.256,1,2,0,-70.670,-5.309
19.261,1,1,1,-72.233,-6.873
19.261,1,2,0,-70.669,-5.308
19.266,1,1,1,-72.234,-6.874
19.266,1,2,0,-70.668,-5.308
19.271,1,1,1,-72.235,-6.875
19.271,1,2,0,-70.667,-5.307
19.276,1,1,1,-72.236,-6.876
19.276,1,2,0,-70.666,-5.306
19.281,1,1,1,-72.237,-6.877
19.281,1,2,0,-70.665,-5.305
19.286,1,1,1,-72.237,-6.878
19.286,1,2,0,-70.664,-5.305
19.291,1,1,1,-72.238,-6.879
