time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
7.406,1,1,1,-70.066,-4.856
7.406,1,2,0,-72.827,-7.616
7.411,1,1,1,-70.067,-4.857
7.411,1,2,0,-72.826,-7.615
7.416,1,1,1,-70.068,-4.857
7.416,1,2,0,-72.825,-7.614
7.421,1,1,1,-70.069,-4.858
7.421,1,2,0,-72.824,-7.613
7.426,1,1,1,-70.070,-4.859
7.426,1,2,0,-72.823,-7.612
7.431,1,1,1,-70.071,-4.859
7.431,1,2,0,-72.822,-7.611
7.436,1,1,1,-70.072,-4.860
7.436,1,2,0,-72.821,-7.610
7.441,1,1,1,-70.072,-4.860
7.441,1,2,0,-72.820,-7.608
7.446,1,1,1,-70.073,-4.861
7.446,1,2,0,-72.820,-7.607
7.451,1,1,1,-70.074,-4.862
7.451,1,2,0,-72.819,-7.606
7.456,1,1,1,-70.075,-4.862
7.456,1,2,0,-72.818,-7.605
7.461,1,1,1,-70.076,-4.863
7.461,1,2,0,-72.817,-7.604
7.466,1,1,1,-70.077,-4.864
7.466,1,2,0,-72.816,-7.603
7.471,1,1,1,-70.078,-4.864
7.471,1,2,0,-72.815,-7.601
7.476,1,1,1,-70.079,-4.865
7.476,1,2,0,-72.814,-7.600
7.481,1,1,1,-70.080,-4.865
7.481,1,2,0,-72.813,-7.599
7.486,1,1,1,-70.080,-4.866
7.486,1,2,0,-72.813,-7.598
7.491,1,1,1,-70.081,-4.867
7.491,1,2,0,-72.812,-7.597
7.496,1,1,1,-70.082,-4.867
7.496,1,2,0,-72.811,-7.596
7.501,1,1,1,-70.083,-4.868
7.501,1,2,0,-72.810,-7.595
7.506,1,1,1,-70.084,-4.868
7.506,1,2,0,-72.809,-7.593
7.511,1,1,1,-70.085,-4.869
7.511,1,2,0,-72.808,-7.592
7.516,1,1,1,-70.086,-4.870
7.516,1,2,0,-72.807,-7.591
7.521,1,1,1,-70.087,-4.870
7.521,1,2,0,-72.806,-7.590
7.526,1,1,1,-70.088,-4.871
7.526,1,2,0,-72.806,-7.589
7.531,1,1,1,-70.088,-4.871
7.531,1,2,0,-72.805,-7.588
7.536,1,1,1,-70.089,-4.872
7.536,1,2,0,-72.804,-7.587
7.541,1,1,1,-70.090,-4.873
7.541,1,2,0,-72.803,-7.585
7.546,1,1,1,-70.091,-4.873
7.546,1,2,0,-72.802,-7.584
7.551,1,1,1,-70.092,-4.874
7.551,1,2,0,-72.801,-7.583
7.556,1,1,1,-70.093,-4.875
7.556,1,2,0,-72.800,-7.582
7.561,1,1,1,-70.094,-4.875
7.561,1,2,0,-72.799,-7.581
7.566,1,1,1,-70.095,-4.876
7.566,1,2,0,-72.799,-7.580
7.571,1,1,1,-70.096,-4.876
7.571,1,2,0,-72.798,-7.579
7.576,1,1,1,-70.096,-4.877
7.576,1,2,0,-72.797,-7.577
7.581,1,1,1,-70.097,-4.878
7.581,1,2,0,-72.796,-7.576
7.586,1,1,1,-70.098,-4.878
7.586,1,2,0,-72.795,-7.575
7.591,1,1,1,-70.099,-4.879
7.591,1,2,0,-72.794,-7.574
7.596,1,1,1,-70.100,-4.879
7.596,1,2,0,-72.793,-7.573
7.601,1,1,1,-70.101,-4.880
7.601,1,2,0,-72.792,-7.572
7.606,1,1,1,-70.102,-4.881
7.606,1,2,0,-72.791,-7.570
7.611,1,1,1,-70.103,-4.881
7.611,1,2,0,-72.791,-7.569
7.616,1,1,1,-70.103,-4.882
7.616,1,2,0,-72.790,-7.568
7.621,1,1,1,-70.104,-4.883
7.621,1,2,0,-72.789,-7.567
7.626,1,1,1,-70.105,-4.883
7.626,1,2,0,-72.788,-7.566
7.631,1,1,1,-70.106,-4.884
7.631,1,2,0,-72.787,-7.565
7.636,1,1,1,-70.107,-4.884
7.636,1,2,0,-72.786,-7.564
7.641,1,1,1,-70.108,-4.885
7.641,1,2,0,-72.785,-7.562
7.646,1,1,1,-70.109,-4.886
7.646,1,2,0,-72.784,-7.561
7.651,1,1,1,-70.110,-4.886
7.651,1,2,0,-72.784,-7.560
7.656,1,1,1,-70.111,-4.887
7.656,1,2,0,-72.783,-7.559
7.661,1,1,1,-70.111,-4.888
7.661,1,2,0,-72.782,-7.558
7.666,1,1,1,-70.112,-4.888
7.666,1,2,0,-72.781,-7.557
7.671,1,1,1,-70.113,-4.889
7.671,1,2,0,-72.780,-7.556
7.676,1,1,1,-70.114,-4.889
7.676,1,2,0,-72.779,-7.554
7.681,1,1,1,-70.115,-4.890
7.681,1,2,0,-72.778,-7.553
7.686,1,1,1,-70.116,-4.891
7.686,1,2,0,-72.777,-7.552
7.691,1,1,1,-70.117,-4.891
7.691,1,2,0,-72.777,-7.551
7.696,1,1,1,-70.118,-4.892
7.696,1,2,0,-72.776,-7.550
7.701,1,1,1,-70.119,-4.892
7.701,1,2,0,-72.775,-7.549
7.706,1,1,1,-70.119,-4.893
7.706,1,2,0,-72.774,-7.548
7.711,1,1,1,-70.120,-4.894
7.711,1,2,0,-72.773,-7.546
7.716,1,1,1,-70.121,-4.894
7.716,1,2,0,-72.772,-7.545
7.721,1,1,1,-70.122,-4.895
7.721,1,2,0,-72.771,-7.544
7.726,1,1,1,-70.123,-4.896
7.726,1,2,0,-72.770,-7.543
7.731,1,1,1,-70.124,-4.896
7.731,1,2,0,-72.770,-7.542
7.736,1,1,1,-70.125,-4.897
7.736,1,2,0,-72.769,-7.541
7.741,1,1,1,-70.126,-4.897
7.741,1,2,0,-72.768,-7.540
7.746,1,1,1,-70.127,-4.898
7.746,1,2,0,-72.767,-7.538
7.751,1,1,1,-70.127,-4.899
7.751,1,2,0,-72.766,-7.537
7.756,1,1,1,-70.128,-4.899
7.756,1,2,0,-72.765,-7.536
7.761,1,1,1,-70.129,-4.900
7.761,1,2,0,-72.764,-7.535
7.766,1,1,1,-70.130,-4.901
7.766,1,2,0,-72.763,-7.534
7.771,1,1,1,-70.131,-4.901
7.771,1,2,0,-72.762,-7.533
7.776,1,1,1,-70.132,-4.902
7.776,1,2,0,-72.762,-7.532
7.781,1,1,1,-70.133,-4.902
7.781,1,2,0,-72.761,-7.530
7.786,1,1,1,-70.134,-4.903
7.786,1,2,0,-72.760,-7.529
7.791,1,1,1,-70.135,-4.904
7.791,1,2,0,-72.759,-7.528
7.796,1,1,1,-70.135,-4.904
7.796,1,2,0,-72.758,-7.527
7.801,1,1,1,-70.136,-4.905
7.801,1,2,0,-72.757,-7.526
7.806,1,1,1,-70.137,-4.906
7.806,1,2,0,-72.756,-7.525
7.811,1,1,1,-70.138,-4.906
7.811,1,2,0,-72.755,-7.524
7.816,1,1,1,-70.139,-4.907
7.816,1,2,0,-72.755,-7.522
7.821,1,1,1,-70.140,-4.907
7.821,1,2,0,-72.754,-7.521
7.826,1,1,1,-70.141,-4.908
7.826,1,2,0,-72.753,-7.520
7.831,1,1,1,-70.142,-4.909
7.831,1,2,0,-72.752,-7.519
7.836,1,1,1,-70.143,-4.909
7.836,1,2,0,-72.751,-7.518
7.841,1,1,1,-70.143,-4.910
7.841,1,2,0,-72.750,-7.517
7.846,1,1,1,-70.144,-4.911
7.846,1,2,0,-72.749,-7.516
7.851,1,1,1,-70.145,-4.911
7.851,1,2,0,-72.748,-7.514
7.856,1,1,1,-70.146,-4.912
7.856,1,2,0,-72.748,-7.513
7.861,1,1,1,-70.147,-4.912
7.861,1,2,0,-72.747,-7.512
7.866,1,1,1,-70.148,-4.913
7.866,1,2,0,-72.746,-7.511
7.871,1,1,1,-70.149,-4.914
7.871,1,2,0,-72.745,-7.510
7.876,1,1,1,-70.150,-4.914
7.876,1,2,0,-72.744,-7.509
7.881,1,1,1,-70.151,-4.915
7.881,1,2,0,-72.743,-7.508
7.886,1,1,1,-70.151,-4.916
7.886,1,2,0,-72.742,-7.506
7.891,1,1,1,-70.152,-4.916
7.891,1,2,0,-72.741,-7.505
7.896,1,1,1,-70.153,-4.917
7.896,1,2,0,-72.740,-7.504
7.901,1,1,1,-70.154,-4.918
7.901,1,2,0,-72.740,-7.503
7.906,1,1,1,-70.155,-4.918
7.906,1,2,0,-72.739,-7.502
7.911,1,1,1,-70.156,-4.919
7.911,1,2,0,-72.738,-7.501
7.916,1,1,1,-70.157,-4.919
7.916,1,2,0,-72.737,-7.500
7.921,1,1,1,-70.158,-4.920
7.921,1,2,0,-72.736,-7.498
7.926,1,1,1,-70.159,-4.921
7.926,1,2,0,-72.735,-7.497
7.931,1,1,1,-70.160,-4.921
7.931,1,2,0,-72.734,-7.496
7.936,1,1,1,-70.160,-4.922
7.936,1,2,0,-72.733,-7.495
7.941,1,1,1,-70.161,-4.923
7.941,1,2,0,-72.733,-7.494
7.946,1,1,1,-70.162,-4.923
7.946,1,2,0,-72.732,-7.493
7.951,1,1,1,-70.163,-4.924
7.951,1,2,0,-72.731,-7.492
7.956,1,1,1,-70.164,-4.924
7.956,1,2,0,-72.730,-7.490
7.961,1,1,1,-70.165,-4.925
7.961,1,2,0,-72.729,-7.489
7.966,1,1,1,-70.166,-4.926
7.966,1,2,0,-72.728,-7.488
7.971,1,1,1,-70.167,-4.926
7.971,1,2,0,-72.727,-7.487
7.976,1,1,1,-70.168,-4.927
7.976,1,2,0,-72.726,-7.486
7.981,1,1,1,-70.168,-4.928
7.981,1,2,0,-72.725,-7.485
7.986,1,1,1,-70.169,-4.928
7.986,1,2,0,-72.725,-7.484
7.991,1,1,1,-70.170,-4.929
7.991,1,2,0,-72.724,-7.482
7.996,1,1,1,-70.171,-4.930
7.996,1,2,0,-72.723,-7.481
8.001,1,1,1,-70.172,-4.930
8.001,1,2,0,-72.722,-7.480
8.006,1,1,1,-70.173,-4.931
8.006,1,2,0,-72.721,-7.479
8.011,1,1,1,-70.174,-4.931
8.011,1,2,0,-72.720,-7.478
8.016,1,1,1,-70.175,-4.932
8.016,1,2,0,-72.719,-7.477
8.021,1,1,1,-70.176,-4.933
8.021,1,2,0,-72.718,-7.476
8.026,1,1,1,-70.176,-4.933
8.026,1,2,0,-72.718,-7.474
8.031,1,1,1,-70.177,-4.934
8.031,1,2,0,-72.717,-7.473
8.036,1,1,1,-70.178,-4.935
8.036,1,2,0,-72.716,-7.472
8.041,1,1,1,-70.179,-4.935
8.041,1,2,0,-72.715,-7.471
8.046,1,1,1,-70.180,-4.936
8.046,1,2,0,-72.714,-7.470
8.051,1,1,1,-70.181,-4.937
8.051,1,2,0,-72.713,-7.469
8.056,1,1,1,-70.182,-4.937
8.056,1,2,0,-72.712,-7.468
8.061,1,1,1,-70.183,-4.938
8.061,1,2,0,-72.711,-7.466
8.066,1,1,1,-70.184,-4.938
8.066,1,2,0,-72.710,-7.465
8.071,1,1,1,-70.184,-4.939
8.071,1,2,0,-72.710,-7.464
8.076,1,1,1,-70.185,-4.940
8.076,1,2,0,-72.709,-7.463
8.081,1,1,1,-70.186,-4.940
8.081,1,2,0,-72.708,-7.462
8.086,1,1,1,-70.187,-4.941
8.086,1,2,0,-72.707,-7.461
8.091,1,1,1,-70.188,-4.942
8.091,1,2,0,-72.706,-7.460
8.096,1,1,1,-70.189,-4.942
8.096,1,2,0,-72.705,-7.458
8.101,1,1,1,-70.190,-4.943
8.101,1,2,0,-72.704,-7.457
8.106,1,1,1,-70.191,-4.944
8.106,1,2,0,-72.703,-7.456
8.111,1,1,1,-70.192,-4.944
8.111,1,2,0,-72.703,-7.455
8.116,1,1,1,-70.193,-4.945
8.116,1,2,0,-72.702,-7.454
8.121,1,1,1,-70.193,-4.945
8.121,1,2,0,-72.701,-7.453
8.126,1,1,1,-70.194,-4.946
8.126,1,2,0,-72.700,-7.452
8.131,1,1,1,-70.195,-4.947
8.131,1,2,0,-72.699,-7.451
8.136,1,1,1,-70.196,-4.947
8.136,1,2,0,-72.698,-7.449
8.141,1,1,1,-70.197,-4.948
8.141,1,2,0,-72.697,-7.448
8.146,1,1,1,-70.198,-4.949
8.146,1,2,0,-72.696,-7.447
8.151,1,1,1,-70.199,-4.949
8.151,1,2,0,-72.695,-7.446
8.156,1,1,1,-70.200,-4.950
8.156,1,2,0,-72.695,-7.445
8.161,1,1,1,-70.201,-4.951
8.161,1,2,0,-72.694,-7.444
8.166,1,1,1,-70.201,-4.951
8.166,1,2,0,-72.693,-7.443
8.171,1,1,1,-70.202,-4.952
8.171,1,2,0,-72.692,-7.441
8.176,1,1,1,-70.203,-4.952
8.176,1,2,0,-72.691,-7.440
8.181,1,1,1,-70.204,-4.953
8.181,1,2,0,-72.690,-7.439
8.186,1,1,1,-70.205,-4.954
8.186,1,2,0,-72.689,-7.438
8.191,1,1,1,-70.206,-4.954
8.191,1,2,0,-72.688,-7.437
8.196,1,1,1,-70.207,-4.955
8.196,1,2,0,-72.688,-7.436
8.201,1,1,1,-70.208,-4.956
8.201,1,2,0,-72.687,-7.435
8.206,1,1,1,-70.209,-4.956
8.206,1,2,0,-72.686,-7.433
8.211,1,1,1,-70.210,-4.957
8.211,1,2,0,-72.685,-7.432
8.216,1,1,1,-70.210,-4.958
8.216,1,2,0,-72.684,-7.431
8.221,1,1,1,-70.211,-4.958
8.221,1,2,0,-72.683,-7.430
8.226,1,1,1,-70.212,-4.959
8.226,1,2,0,-72.682,-7.429
8.231,1,1,1,-70.213,-4.960
8.231,1,2,0,-72.681,-7.428
8.236,1,1,1,-70.214,-4.960
8.236,1,2,0,-72.680,-7.427
8.241,1,1,1,-70.215,-4.961
8.241,1,2,0,-72.680,-7.426
8.246,1,1,1,-70.216,-4.961
8.246,1,2,0,-72.679,-7.424
8.251,1,1,1,-70.217,-4.962
8.251,1,2,0,-72.678,-7.423
8.256,1,1,1,-70.218,-4.963
8.256,1,2,0,-72.677,-7.422
8.261,1,1,1,-70.218,-4.963
8.261,1,2,0,-72.676,-7.421
8.266,1,1,1,-70.219,-4.964
8.266,1,2,0,-72.675,-7.420
8.271,1,1,1,-70.220,-4.965
8.271,1,2,0,-72.674,-7.419
8.276,1,1,1,-70.221,-4.965
8.276,1,2,0,-72.673,-7.418
8.281,1,1,1,-70.222,-4.966
8.281,1,2,0,-72.673,-7.416
8.286,1,1,1,-70.223,-4.967
8.286,1,2,0,-72.672,-7.415
8.291,1,1,1,-70.224,-4.967
8.291,1,2,0,-72.671,-7.414
8.296,1,1,1,-70.225,-4.968
8.296,1,2,0,-72.670,-7.413
8.301,1,1,1,-70.226,-4.969
8.301,1,2,0,-72.669,-7.412
8.306,1,1,1,-70.227,-4.969
8.306,1,2,0,-72.668,-7.411
8.311,1,1,1,-70.227,-4.970
8.311,1,2,0,-72.667,-7.410
8.316,1,1,1,-70.228,-4.970
8.316,1,2,0,-72.666,-7.409
8.321,1,1,1,-70.229,-4.971
8.321,1,2,0,-72.665,-7.407
8.326,1,1,1,-70.230,-4.972
8.326,1,2,0,-72.665,-7.406
8.331,1,1,1,-70.231,-4.972
8.331,1,2,0,-72.664,-7.405
8.336,1,1,1,-70.232,-4.973
8.336,1,2,0,-72.663,-7.404
8.341,1,1,1,-70.233,-4.974
8.341,1,2,0,-72.662,-7.403
8.346,1,1,1,-70.234,-4.974
8.346,1,2,0,-72.661,-7.402
8.351,1,1,1,-70.235,-4.975
8.351,1,2,0,-72.660,-7.401
8.356,1,1,1,-70.235,-4.976
8.356,1,2,0,-72.659,-7.399
8.361,1,1,1,-70.236,-4.976
8.361,1,2,0,-72.658,-7.398
8.366,1,1,1,-70.237,-4.977
8.366,1,2,0,-72.657,-7.397
8.371,1,1,1,-70.238,-4.978
8.371,1,2,0,-72.657,-7.396
8.376,1,1,1,-70.239,-4.978
8.376,1,2,0,-72.656,-7.395
8.381,1,1,1,-70.240,-4.979
8.381,1,2,0,-72.655,-7.394
8.386,1,1,1,-70.241,-4.980
8.386,1,2,0,-72.654,-7.393
8.391,1,1,1,-70.242,-4.980
8.391,1,2,0,-72.653,-7.392
8.396,1,1,1,-70.243,-4.981
8.396,1,2,0,-72.652,-7.390
8.401,1,1,1,-70.244,-4.982
8.401,1,2,0,-72.651,-7.389
8.406,1,1,1,-70.244,-4.982
8.406,1,2,0,-72.650,-7.388
8.411,1,1,1,-70.245,-4.983
8.411,1,2,0,-72.650,-7.387
8.416,1,1,1,-70.246,-4.983
8.416,1,2,0,-72.649,-7.386
8.421,1,1,1,-70.247,-4.984
8.421,1,2,0,-72.648,-7.385
8.426,1,1,1,-70.248,-4.985
8.426,1,2,0,-72.647,-7.384
8.431,1,1,1,-70.249,-4.985
8.431,1,2,0,-72.646,-7.382
8.436,1,1,1,-70.250,-4.986
8.436,1,2,0,-72.645,-7.381
8.441,1,1,1,-70.251,-4.987
8.441,1,2,0,-72.644,-7.380
8.446,1,1,1,-70.252,-4.987
8.446,1,2,0,-72.643,-7.379
8.451,1,1,1,-70.253,-4.988
8.451,1,2,0,-72.642,-7.378
8.456,1,1,1,-70.253,-4.989
8.456,1,2,0,-72.642,-7.377
8.461,1,1,1,-70.254,-4.989
8.461,1,2,0,-72.641,-7.376
8.466,1,1,1,-70.255,-4.990
8.466,1,2,0,-72.640,-7.375
8.471,1,1,1,-70.256,-4.991
8.471,1,2,0,-72.639,-7.373
8.476,1,1,1,-70.257,-4.991
8.476,1,2,0,-72.638,-7.372
8.481,1,1,1,-70.258,-4.992
8.481,1,2,0,-72.637,-7.371
8.486,1,1,1,-70.259,-4.993
8.486,1,2,0,-72.636,-7.370
8.491,1,1,1,-70.260,-4.993
8.491,1,2,0,-72.635,-7.369
8.496,1,1,1,-70.261,-4.994
8.496,1,2,0,-72.634,-7.368
8.501,1,1,1,-70.262,-4.995
8.501,1,2,0,-72.634,-7.367
8.506,1,1,1,-70.262,-4.995
8.506,1,2,0,-72.633,-7.365
8.511,1,1,1,-70.263,-4.996
8.511,1,2,0,-72.632,-7.364
8.516,1,1,1,-70.264,-4.997
8.516,1,2,0,-72.631,-7.363
8.521,1,1,1,-70.265,-4.997
8.521,1,2,0,-72.630,-7.362
8.526,1,1,1,-70.266,-4.998
8.526,1,2,0,-72.629,-7.361
8.531,1,1,1,-70.267,-4.998
8.531,1,2,0,-72.628,-7.360
8.536,1,1,1,-70.268,-4.999
8.536,1,2,0,-72.627,-7.359
8.541,1,1,1,-70.269,-5.000
8.541,1,2,0,-72.627,-7.358
8.546,1,1,1,-70.270,-5.000
8.546,1,2,0,-72.626,-7.356
8.551,1,1,1,-70.271,-5.001
8.551,1,2,0,-72.625,-7.355
8.556,1,1,1,-70.271,-5.002
8.556,1,2,0,-72.624,-7.354
8.561,1,1,1,-70.272,-5.002
8.561,1,2,0,-72.623,-7.353
8.566,1,1,1,-70.273,-5.003
8.566,1,2,0,-72.622,-7.352
8.571,1,1,1,-70.274,-5.004
8.571,1,2,0,-72.621,-7.351
8.576,1,1,1,-70.275,-5.004
8.576,1,2,0,-72.620,-7.350
8.581,1,1,1,-70.276,-5.005
8.581,1,2,0,-72.619,-7.349
8.586,1,1,1,-70.277,-5.006
8.586,1,2,0,-72.619,-7.347
8.591,1,1,1,-70.278,-5.006
8.591,1,2,0,-72.618,-7.346
8.596,1,1,1,-70.279,-5.007
8.596,1,2,0,-72.617,-7.345
8.601,1,1,1,-70.279,-5.008
8.601,1,2,0,-72.616,-7.344
8.606,1,1,1,-70.280,-5.008
8.606,1,2,0,-72.615,-7.343
8.611,1,1,1,-70.281,-5.009
8.611,1,2,0,-72.614,-7.342
8.616,1,1,1,-70.282,-5.010
8.616,1,2,0,-72.613,-7.341
8.621,1,1,1,-70.283,-5.010
8.621,1,2,0,-72.612,-7.340
8.626,1,1,1,-70.284,-5.011
8.626,1,2,0,-72.611,-7.338
8.631,1,1,1,-70.285,-5.012
8.631,1,2,0,-72.611,-7.337
8.636,1,1,1,-70.286,-5.012
8.636,1,2,0,-72.610,-7.336
8.641,1,1,1,-70.287,-5.013
8.641,1,2,0,-72.609,-7.335
8.646,1,1,1,-70.288,-5.014
8.646,1,2,0,-72.608,-7.334
8.651,1,1,1,-70.288,-5.014
8.651,1,2,0,-72.607,-7.333
8.656,1,1,1,-70.289,-5.015
8.656,1,2,0,-72.606,-7.332
8.661,1,1,1,-70.290,-5.016
8.661,1,2,0,-72.605,-7.331
8.666,1,1,1,-70.291,-5.016
8.666,1,2,0,-72.604,-7.329
8.671,1,1,1,-70.292,-5.017
8.671,1,2,0,-72.603,-7.328
8.676,1,1,1,-70.293,-5.018
8.676,1,2,0,-72.603,-7.327
8.681,1,1,1,-70.294,-5.018
8.681,1,2,0,-72.602,-7.326
8.686,1,1,1,-70.295,-5.019
8.686,1,2,0,-72.601,-7.325
8.691,1,1,1,-70.296,-5.020
8.691,1,2,0,-72.600,-7.324
8.696,1,1,1,-70.297,-5.020
8.696,1,2,0,-72.599,-7.323
8.701,1,1,1,-70.297,-5.021
8.701,1,2,0,-72.598,-7.322
8.706,1,1,1,-70.298,-5.022
8.706,1,2,0,-72.597,-7.320
8.711,1,1,1,-70.299,-5.022
8.711,1,2,0,-72.596,-7.319
8.716,1,1,1,-70.300,-5.023
8.716,1,2,0,-72.595,-7.318
8.721,1,1,1,-70.301,-5.024
8.721,1,2,0,-72.595,-7.317
8.726,1,1,1,-70.302,-5.024
8.726,1,2,0,-72.594,-7.316
8.731,1,1,1,-70.303,-5.025
8.731,1,2,0,-72.593,-7.315
8.736,1,1,1,-70.304,-5.026
8.736,1,2,0,-72.592,-7.314
8.741,1,1,1,-70.305,-5.026
8.741,1,2,0,-72.591,-7.313
8.746,1,1,1,-70.306,-5.027
8.746,1,2,0,-72.590,-7.311
8.751,1,1,1,-70.306,-5.028
8.751,1,2,0,-72.589,-7.310
8.756,1,1,1,-70.307,-5.028
8.756,1,2,0,-72.588,-7.309
8.761,1,1,1,-70.308,-5.029
8.761,1,2,0,-72.587,-7.308
8.766,1,1,1,-70.309,-5.030
8.766,1,2,0,-72.587,-7.307
8.771,1,1,1,-70.310,-5.030
8.771,1,2,0,-72.586,-7.306
8.776,1,1,1,-70.311,-5.031
8.776,1,2,0,-72.585,-7.305
8.781,1,1,1,-70.312,-5.032
8.781,1,2,0,-72.584,-7.304
8.786,1,1,1,-70.313,-5.032
8.786,1,2,0,-72.583,-7.302
8.791,1,1,1,-70.314,-5.033
8.791,1,2,0,-72.582,-7.301
8.796,1,1,1,-70.315,-5.034
8.796,1,2,0,-72.581,-7.300
8.801,1,1,1,-70.316,-5.034
8.801,1,2,0,-72.580,-7.299
8.806,1,1,1,-70.316,-5.035
8.806,1,2,0,-72.579,-7.298
8.811,1,1,1,-70.317,-5.036
8.811,1,2,0,-72.579,-7.297
8.816,1,1,1,-70.318,-5.036
8.816,1,2,0,-72.578,-7.296
8.821,1,1,1,-70.319,-5.037
8.821,1,2,0,-72.577,-7.295
8.826,1,1,1,-70.320,-5.038
8.826,1,2,0,-72.576,-7.293
8.831,1,1,1,-70.321,-5.038
8.831,1,2,0,-72.575,-7.292
8.836,1,1,1,-70.322,-5.039
8.836,1,2,0,-72.574,-7.291
8.841,1,1,1,-70.323,-5.040
8.841,1,2,0,-72.573,-7.290
8.846,1,1,1,-70.324,-5.040
8.846,1,2,0,-72.572,-7.289
8.851,1,1,1,-70.325,-5.041
8.851,1,2,0,-72.571,-7.288
8.856,1,1,1,-70.325,-5.042
8.856,1,2,0,-72.571,-7.287
8.861,1,1,1,-70.326,-5.042
8.861,1,2,0,-72.570,-7.286
8.866,1,1,1,-70.327,-5.043
8.866,1,2,0,-72.569,-7.284
8.871,1,1,1,-70.328,-5.044
8.871,1,2,0,-72.568,-7.283
8.876,1,1,1,-70.329,-5.044
8.876,1,2,0,-72.567,-7.282
8.881,1,1,1,-70.330,-5.045
8.881,1,2,0,-72.566,-7.281
8.886,1,1,1,-70.331,-5.046
8.886,1,2,0,-72.565,-7.280
8.891,1,1,1,-70.332,-5.046
8.891,1,2,0,-72.564,-7.279
8.896,1,1,1,-70.333,-5.047
8.896,1,2,0,-72.563,-7.278
8.901,1,1,1,-70.334,-5.048
8.901,1,2,0,-72.563,-7.277
8.906,1,1,1,-70.334,-5.048
8.906,1,2,0,-72.562,-7.275
8.911,1,1,1,-70.335,-5.049
8.911,1,2,0,-72.561,-7.274
8.916,1,1,1,-70.336,-5.050
8.916,1,2,0,-72.560,-7.273
8.921,1,1,1,-70.337,-5.050
8.921,1,2,0,-72.559,-7.272
8.926,1,1,1,-70.338,-5.051
8.926,1,2,0,-72.558,-7.271
8.931,1,1,1,-70.339,-5.052
8.931,1,2,0,-72.557,-7.270
8.936,1,1,1,-70.340,-5.052
8.936,1,2,0,-72.556,-7.269
8.941,1,1,1,-70.341,-5.053
8.941,1,2,0,-72.555,-7.268
8.946,1,1,1,-70.342,-5.054
8.946,1,2,0,-72.555,-7.267
8.951,1,1,1,-70.343,-5.054
8.951,1,2,0,-72.554,-7.265
8.956,1,1,1,-70.343,-5.055
8.956,1,2,0,-72.553,-7.264
8.961,1,1,1,-70.344,-5.056
8.961,1,2,0,-72.552,-7.263
8.966,1,1,1,-70.345,-5.056
8.966,1,2,0,-72.551,-7.262
8.971,1,1,1,-70.346,-5.057
8.971,1,2,0,-72.550,-7.261
8.976,1,1,1,-70.347,-5.058
8.976,1,2,0,-72.549,-7.260
8.981,1,1,1,-70.348,-5.058
8.981,1,2,0,-72.548,-7.259
8.986,1,1,1,-70.349,-5.059
8.986,1,2,0,-72.547,-7.258
8.991,1,1,1,-70.350,-5.060
8.991,1,2,0,-72.547,-7.256
8.996,1,1,1,-70.351,-5.060
8.996,1,2,0,-72.546,-7.255
9.001,1,1,1,-70.352,-5.061
9.001,1,2,0,-72.545,-7.254
9.006,1,1,1,-70.353,-5.062
9.006,1,2,0,-72.544,-7.253
9.011,1,1,1,-70.353,-5.062
9.011,1,2,0,-72.543,-7.252
9.016,1,1,1,-70.354,-5.063
9.016,1,2,0,-72.542,-7.251
9.021,1,1,1,-70.355,-5.064
9.021,1,2,0,-72.541,-7.250
9.026,1,1,1,-70.356,-5.064
9.026,1,2,0,-72.540,-7.249
9.031,1,1,1,-70.357,-5.065
9.031,1,2,0,-72.539,-7.248
9.036,1,1,1,-70.358,-5.066
9.036,1,2,0,-72.539,-7.246
9.041,1,1,1,-70.359,-5.066
9.041,1,2,0,-72.538,-7.245
9.046,1,1,1,-70.360,-5.067
9.046,1,2,0,-72.537,-7.244
9.051,1,1,1,-70.361,-5.068
9.051,1,2,0,-72.536,-7.243
9.056,1,1,1,-70.362,-5.068
9.056,1,2,0,-72.535,-7.242
9.061,1,1,1,-70.362,-5.069
9.061,1,2,0,-72.534,-7.241
9.066,1,1,1,-70.363,-5.070
9.066,1,2,0,-72.533,-7.240
9.071,1,1,1,-70.364,-5.070
9.071,1,2,0,-72.532,-7.239
9.076,1,1,1,-70.365,-5.071
9.076,1,2,0,-72.531,-7.237
9.081,1,1,1,-70.366,-5.072
9.081,1,2,0,-72.531,-7.236
9.086,1,1,1,-70.367,-5.073
9.086,1,2,0,-72.530,-7.235
9.091,1,1,1,-70.368,-5.073
9.091,1,2,0,-72.529,-7.234
9.096,1,1,1,-70.369,-5.074
9.096,1,2,0,-72.528,-7.233
9.101,1,1,1,-70.370,-5.075
9.101,1,2,0,-72.527,-7.232
9.106,1,1,1,-70.371,-5.075
9.106,1,2,0,-72.526,-7.231
9.111,1,1,1,-70.371,-5.076
9.111,1,2,0,-72.525,-7.230
9.116,1,1,1,-70.372,-5.077
9.116,1,2,0,-72.524,-7.229
9.121,1,1,1,-70.373,-5.077
9.121,1,2,0,-72.523,-7.227
9.126,1,1,1,-70.374,-5.078
9.126,1,2,0,-72.523,-7.226
9.131,1,1,1,-70.375,-5.079
9.131,1,2,0,-72.522,-7.225
9.136,1,1,1,-70.376,-5.079
9.136,1,2,0,-72.521,-7.224
9.141,1,1,1,-70.377,-5.080
9.141,1,2,0,-72.520,-7.223
9.146,1,1,1,-70.378,-5.081
9.146,1,2,0,-72.519,-7.222
